Location,Features,Name of Restaurant
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",2
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Table booking recommended', 'Wifi', 'Indoor Seating', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating', 'Catering Available']",1
others,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Catering Available', 'Private Dining Area Available', 'Available for Functions', 'Table Reservation Not Required', 'Smoking Area']",1
others,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Indoor Seating', 'Buffet', 'Valet Parking Available', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'All Day Breakfast', 'Table Reservation Not Required']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'All Day Breakfast']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Available for Functions', 'Desserts and Bakes', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']",5
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'All Day Breakfast']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Catering Available']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",2
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",15
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking', 'Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Keto Options']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Kid Friendly', 'Self Service']",3
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Outdoor Seating']",2
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'All Day Breakfast', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",2
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Smoking Area', 'Table reservation required']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']",2
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Catering Available']",2
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Smoking Area', 'Desserts and Bakes', 'Free Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']",3
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Indoor Seating']",156
others,"['Breakfast', 'Home Delivery', 'Live Music', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating', 'Table reservation required']",2
others,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Mall Parking', 'Wifi', 'Kid Friendly', 'Self Service', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Indoor Seating']",9
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Pet Friendly']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Table reservation required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Wifi', 'All Day Breakfast']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating', 'Wifi', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Outdoor Seating']",4
others,"['Breakfast', 'Home Delivery', 'Pre-Ordering Required', 'Desserts and Bakes']",3
others,"['Breakfast', 'Home Delivery', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Rooftop', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Self Service']",1
others,"['Breakfast', 'Home Delivery', 'Serves Halal', 'Indoor Seating', 'Free Parking']",1
others,"['Breakfast', 'Home Delivery', 'Serves Halal', 'Indoor Seating', 'Free Wifi', 'Self Service']",1
others,"['Breakfast', 'Home Delivery', 'Standing Tables', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Standing Tables']",10
others,"['Breakfast', 'Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Table booking recommended', 'Buffet', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Table reservation required', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Valet Parking Available', 'Free Wifi', 'Available for Functions', 'Kid Friendly', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Available for Functions', 'Indoor Seating', 'Kid Friendly']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Buffet', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Desserts and Bakes', 'Indoor Seating', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Free Parking', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating', 'Serves Jain Food']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Smoking Area', 'Indoor Seating', 'Table Reservation Not Required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Indoor Seating']",2
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes', 'Table Reservation Not Required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Indoor Seating', 'Serves Jain Food', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",3
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Buffet', 'Valet Parking Available', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Catering Available']",2
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Live Music', 'Serves Jain Food']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Serves Jain Food', 'All Day Breakfast', 'Valet Parking Available']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Valet Parking Available']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']",16
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Pre-Ordering Required', 'Sugar Free Options', 'Desserts and Bakes', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Serves Jain Food', 'All Day Breakfast', 'Buffet', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table reservation required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Group Meal', 'Catering Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pre-Ordering Required']",2
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Desserts and Bakes']",5
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Serves Jain Food', 'Table reservation required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']",15
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']",9
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']",3
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required', 'Table reservation required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Self Service']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food', 'Table Reservation Not Required', 'Catering Available']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Serves Jain Food']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table Reservation Not Required']",3
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended', 'Free Parking']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table booking recommended']",3
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Catering Available']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']",4
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Wifi', 'Vegan Options', 'Desserts and Bakes']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']",93
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Outdoor Seating']",2
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table booking recommended']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Indoor Seating', 'Table reservation required']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Serves Jain Food', 'Table reservation required', 'Indoor Seating', 'Catering Available']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Standing Tables']",3
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table Reservation Not Required', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Table reservation required', 'Outdoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Vegetarian Only']",8
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Buffet', 'Valet Parking Available', 'Wifi', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Free Parking', 'Indoor Seating', 'Table reservation required', 'Disabled Friendly', 'Buffet', 'Outdoor Seating', 'Table booking for Groups', 'Wifi']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Smoking Area', 'Brunch', 'Buffet', 'Table booking recommended', 'Indoor Seating', 'Live Sports Screening', 'Valet Parking Available']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Table booking recommended', 'Kid Friendly', 'Free Parking', 'Wifi', 'Buffet', 'Valet Parking Available', 'Indoor Seating']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Full Bar Available', 'Table booking recommended', 'Kid Friendly', 'Valet Parking Available', 'Indoor Seating', '4/5 Star', 'Smoking Area', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Table Reservation Not Required', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Indoor Seating', 'Table reservation required', 'Buffet']",1
others,"['Breakfast', 'Home Delivery', 'Wheelchair Accessible', 'Valet Parking Available', '4/5 Star', 'Disabled Friendly', 'Smoking Area', 'Wifi', 'All Day Breakfast', 'Brunch', 'Indoor Seating', 'Table reservation required', 'Kid Friendly']",1
others,"['Breakfast', 'Home Delivery']",52
others,"['Delivery Only', 'Desserts and Bakes', 'Pre-Ordering Required', 'Home Baker']",1
others,"['Delivery Only', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Delivery Only', 'Desserts and Bakes']",19
others,"['Delivery Only', 'Free Parking']",1
others,"['Delivery Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']",1
others,"['Delivery Only', 'Standing Tables', 'Desserts and Bakes', 'Home Baker', 'Gluten Free Options', 'Vegan Options']",1
others,"['Delivery Only', 'Vegetarian Only', 'Free Parking']",1
others,"['Delivery Only', 'Vegetarian Only', 'Pre-Ordering Required']",1
others,"['Delivery Only', 'Vegetarian Only']",6
others,"['Delivery Only', 'Wheelchair Accessible', 'Mall Parking', 'Desserts and Bakes']",1
others,['Delivery Only'],192
others,"['Home Delivery', 'Beer', 'Live Entertainment', 'Indoor Seating', 'Valet Parking Available', 'Live Music', 'Table booking recommended', 'Resto Bar']",1
others,"['Home Delivery', 'Board Games', 'Free Wifi', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Board Games', 'Free Wifi', 'Smoking Area', 'Indoor Seating', 'Kid Friendly', 'Pet Friendly', 'Wifi']",1
others,"['Home Delivery', 'Board Games', 'Gaming Area', 'Free Wifi', 'Free Parking', 'Indoor Seating', 'All Day Breakfast', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Brunch', 'Free Parking', 'Outdoor Seating']",1
others,"['Home Delivery', 'Brunch', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Vegan Options', 'Indoor Seating']",1
others,"['Home Delivery', 'Brunch', 'Indoor Seating']",1
others,"['Home Delivery', 'Buffet', 'Table booking recommended', 'Card Upon Delivery', 'Indoor Seating']",1
others,"['Home Delivery', 'Buffet', 'Valet Parking Available', 'Table booking recommended', 'Indoor Seating', 'Catering Available']",1
others,"['Home Delivery', 'Buffet']",1
others,"['Home Delivery', 'Bulk Orders Accepted', 'Indoor Seating']",1
others,"['Home Delivery', 'Card Upon Delivery', 'Buffet', 'Table booking for Groups', 'Valet Parking Available', 'Table booking recommended', 'Catering Available', 'Outdoor Seating', 'Available for Functions', 'Indoor Seating', 'Bulk Orders Accepted']",1
others,"['Home Delivery', 'Catering Available', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Catering Available', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Free Parking']",1
others,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Table reservation required']",1
others,"['Home Delivery', 'Catering Available', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Catering Available', 'Indoor Seating']",7
others,"['Home Delivery', 'Catering Available', 'Outdoor Seating']",1
others,"['Home Delivery', 'Catering Available', 'Table reservation required', 'Indoor Seating']",1
others,"['Home Delivery', 'City View', 'Indoor Seating', 'Table reservation required']",1
others,"['Home Delivery', 'Desserts and Bakes', 'Free Parking', 'Indoor Seating']",2
others,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating', 'Wifi']",1
others,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']",10
others,"['Home Delivery', 'Desserts and Bakes', 'Live Sports Screening', 'Indoor Seating', 'Table booking recommended', 'Valet Parking Available']",1
others,"['Home Delivery', 'Desserts and Bakes', 'Outdoor Seating']",3
others,"['Home Delivery', 'Desserts and Bakes', 'Pre-Ordering Required', 'Indoor Seating']",1
others,"['Home Delivery', 'Desserts and Bakes', 'Pre-Ordering Required']",1
others,"['Home Delivery', 'Desserts and Bakes']",42
others,"['Home Delivery', 'Free Parking', 'Brunch', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Card Upon Delivery', 'Indoor Seating', 'Wifi']",4
others,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']",4
others,"['Home Delivery', 'Free Parking', 'Desserts and Bakes', 'Indoor Seating']",7
others,"['Home Delivery', 'Free Parking', 'Entry Fee']",1
others,"['Home Delivery', 'Free Parking', 'Group Meal', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Buffet']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Card Upon Delivery']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Catering Available']",6
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Free Wifi']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Desserts and Bakes']",8
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Free Wifi', 'Live Sports Screening']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Kid Friendly']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']",4
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Rooftop', 'Wifi', 'Outdoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table Reservation Not Required', 'Valet Parking Available']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Live Music', 'Free Wifi', 'Disabled Friendly', 'Private Dining Area Available']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table reservation required', 'Kid Friendly', 'Wifi', 'Valet Parking Available', 'Free Wifi']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Table reservation required', 'Valet Parking Available']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Valet Parking Available', 'Table reservation required']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Valet Parking Available']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi', 'Outdoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi', 'Sports TV', 'Table reservation required']",1
others,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Wifi']",8
others,"['Home Delivery', 'Free Parking', 'Indoor Seating']",90
others,"['Home Delivery', 'Free Parking', 'Live Music', 'Desserts and Bakes', 'Live Entertainment', 'Indoor Seating', 'Kid Friendly', 'Wifi']",1
others,"['Home Delivery', 'Free Parking', 'Live Music', 'Disabled Friendly', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Kid Friendly']",1
others,"['Home Delivery', 'Free Parking', 'Live Music', 'Table booking recommended', 'Sports TV', 'Indoor Seating', 'Free Wifi', 'Kid Friendly']",1
others,"['Home Delivery', 'Free Parking', 'Outdoor Seating']",5
others,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']",3
others,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Indoor Seating', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Free Parking', 'Private Dining Area Available', 'Indoor Seating', 'Outdoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Rooftop', 'Indoor Seating', 'Smoking Area']",1
others,"['Home Delivery', 'Free Parking', 'Rooftop', 'Indoor Seating']",2
others,"['Home Delivery', 'Free Parking', 'Rooftop']",1
others,"['Home Delivery', 'Free Parking', 'Self Service', 'Outdoor Seating']",2
others,"['Home Delivery', 'Free Parking', 'Table Reservation Not Required', 'Indoor Seating']",2
others,"['Home Delivery', 'Free Parking', 'Table booking for Groups', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Buffet', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Indoor Seating']",2
others,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Indoor Seating']",2
others,"['Home Delivery', 'Free Parking', 'Table booking recommended', 'Vegan Options', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating', 'Wifi', 'Buffet']",1
others,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating']",3
others,"['Home Delivery', 'Free Parking', 'Valet Parking Available', 'Free Wifi', 'Wifi', 'Sports TV', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly', 'Smoking Area']",1
others,"['Home Delivery', 'Free Parking', 'Wifi', 'Indoor Seating']",1
others,"['Home Delivery', 'Free Parking']",9
others,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Rooftop', 'Smoking Area', 'Live Sports Screening', 'Outdoor Seating', 'Table booking recommended', 'Catering Available', 'Private Dining Area Available', 'Wifi']",1
others,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Indoor Seating']",1
others,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Smoking Area', 'Table booking recommended', 'Live Sports Screening', 'Indoor Seating', 'Dance Floor', 'Nightlife']",1
others,"['Home Delivery', 'Full Bar Available', 'Free Parking', 'Table reservation required', 'Nightlife', 'Indoor Seating', 'Restricted Entry', 'LGBTQIA Friendly']",1
others,"['Home Delivery', 'Full Bar Available', 'Indoor Seating', 'Live Sports Screening', 'Table booking recommended', 'Valet Parking Available', 'Restricted Entry', 'Smoking Area']",1
others,"['Home Delivery', 'Full Bar Available', 'Karaoke', 'Nightlife', 'Restricted Entry', 'Wifi', 'Buffet', 'Live Sports Screening', 'Valet Parking Available', 'Indoor Seating', 'Smoking Area']",1
others,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Indoor Seating', 'LGBTQIA Friendly', 'Smoking Area', 'Free Parking', 'Table booking recommended', 'Restricted Entry']",1
others,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Live Music', 'Free Wifi', 'Smoking Area', 'Live Entertainment', 'Indoor Seating', 'Restricted Entry']",1
others,"['Home Delivery', 'Full Bar Available', 'Live Sports Screening', 'Valet Parking Available', 'Live Music', 'Restricted Entry', 'Live Entertainment', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Smoking Area']",1
others,"['Home Delivery', 'Full Bar Available', 'Outdoor Seating', 'Disabled Friendly', 'Indoor Seating', 'Table booking recommended', 'Kid Friendly']",1
others,"['Home Delivery', 'Full Bar Available', 'Serves Cocktails', 'Restricted Entry', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', 'Smoking Area', 'Live Sports Screening']",1
others,"['Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Restricted Entry', 'Resto Bar', 'Wifi', 'Live Sports Screening', 'Table booking recommended', 'Disabled Friendly', 'Smoking Area']",1
others,"['Home Delivery', 'Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Gaming Area', 'Outdoor Seating', 'Pool Table', 'Indoor Seating', 'Table booking recommended']",1
others,"['Home Delivery', 'Home Baker', 'Pre-Ordering Required', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Indoor Seating', 'All Day Breakfast']",2
others,"['Home Delivery', 'Indoor Seating', 'Buffet', 'Table booking recommended']",1
others,"['Home Delivery', 'Indoor Seating', 'Buffet']",2
others,"['Home Delivery', 'Indoor Seating', 'Bulk Orders Accepted']",1
others,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery', 'Wifi']",1
others,"['Home Delivery', 'Indoor Seating', 'Card Upon Delivery']",3
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Free Parking']",4
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table booking recommended']",2
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Table reservation required']",1
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Wifi', 'Pre-Ordering Required', 'Desserts and Bakes']",2
others,"['Home Delivery', 'Indoor Seating', 'Catering Available', 'Wifi', 'Table Reservation Not Required']",1
others,"['Home Delivery', 'Indoor Seating', 'Catering Available']",22
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Free Parking']",1
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Gluten Free Options']",1
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required']",10
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Sugar Free Options']",1
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Table reservation required']",1
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Wifi']",4
others,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']",113
others,"['Home Delivery', 'Indoor Seating', 'Free Parking', 'Catering Available']",2
others,"['Home Delivery', 'Indoor Seating', 'Free Parking']",35
others,"['Home Delivery', 'Indoor Seating', 'Gluten Free Options', 'Desserts and Bakes']",1
others,"['Home Delivery', 'Indoor Seating', 'Kid Friendly', 'Self Service']",1
others,"['Home Delivery', 'Indoor Seating', 'Outdoor Seating', 'Valet Parking Available', 'Catering Available']",1
others,"['Home Delivery', 'Indoor Seating', 'Outdoor Seating']",3
others,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']",18
others,"['Home Delivery', 'Indoor Seating', 'Rooftop']",3
others,"['Home Delivery', 'Indoor Seating', 'Self Service', 'Bulk Orders Accepted']",1
others,"['Home Delivery', 'Indoor Seating', 'Smoking Area']",1
